,wave,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,guess_prob_liked,met,match
2694,9,female,23.0,25.0,2,asian/pacific islander/asian-american,other,0,8.0,5.0,international affairs,16.67,16.67,16.67,16.67,14.81,18.52,8.0,8.0,8.0,9.0,8.0,8.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,3.0,2.0,8.0,4.0,5.0,4.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,-0.24,6.0,,0.0,2.0,0.0,0
2695,9,female,23.0,27.0,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,8.0,5.0,international affairs,15.56,17.78,17.78,17.78,17.78,13.33,3.0,5.0,6.0,3.0,7.0,3.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,3.0,5.0,6.0,4.0,5.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.05,6.0,,0.0,3.0,0.0,0
2696,9,female,23.0,27.0,4,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,9.52,19.05,23.81,19.05,4.76,23.81,4.0,7.0,8.0,5.0,6.0,2.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,2.0,3.0,4.0,2.0,3.0,2.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.0,6.0,,0.0,2.0,0.0,0
2697,9,female,23.0,28.0,5,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,17.39,17.39,19.57,19.57,10.87,15.22,6.0,8.0,8.0,3.0,4.0,5.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,-0.45,6.0,,0.0,3.0,0.0,0
2698,9,female,23.0,32.0,9,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,17.24,17.24,17.24,17.24,13.79,17.24,5.0,6.0,6.0,5.0,6.0,5.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,4.0,5.0,5.0,4.0,3.0,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,-0.46,6.0,,0.0,4.0,0.0,0
2699,9,female,23.0,28.0,5,asian/pacific islander/asian-american,latino/hispanic american,0,8.0,5.0,international affairs,14.71,14.71,14.71,14.71,20.59,20.59,4.0,5.0,6.0,2.0,3.0,4.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.11,6.0,,0.0,4.0,0.0,0
2700,9,female,23.0,23.0,0,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,25.64,17.95,15.38,20.51,10.26,10.26,3.0,7.0,6.0,3.0,6.0,3.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,-0.07,6.0,,0.0,4.0,0.0,0
2701,9,female,23.0,26.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,20.0,16.0,18.0,16.0,16.0,14.0,3.0,3.0,5.0,4.0,4.0,2.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,-0.2,6.0,,0.0,4.0,1.0,0
2702,9,female,23.0,24.0,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,8.0,5.0,international affairs,13.51,18.92,21.62,13.51,13.51,18.92,6.0,9.0,7.0,3.0,8.0,4.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.02,6.0,,0.0,6.0,0.0,0
2703,9,female,23.0,28.0,5,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,21.43,16.67,21.43,16.67,11.9,11.9,3.0,4.0,5.0,2.0,2.0,2.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,6.0,6.0,8.0,6.0,6.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,-0.43,6.0,,0.0,4.0,0.0,0
2704,9,female,23.0,42.0,19,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,23.81,23.81,23.81,23.81,2.38,2.38,9.0,8.0,8.0,7.0,5.0,6.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.4,6.0,,0.0,6.0,0.0,0
2705,9,female,23.0,30.0,7,asian/pacific islander/asian-american,latino/hispanic american,0,8.0,5.0,international affairs,18.6,20.93,23.26,23.26,2.33,11.63,3.0,6.0,5.0,1.0,7.0,5.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.04,6.0,,0.0,4.0,0.0,0
2706,9,female,23.0,31.0,8,asian/pacific islander/asian-american,european/caucasian-american,0,8.0,5.0,international affairs,17.78,17.78,17.78,17.78,13.33,15.56,3.0,6.0,5.0,4.0,4.0,2.0,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.03,6.0,,0.0,1.0,0.0,0
2707,9,female,23.0,29.0,6,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,8.0,5.0,international affairs,14.0,20.0,18.0,16.0,14.0,18.0,6.0,8.0,8.0,8.0,8.0,,15.38,19.23,17.31,19.23,9.62,19.23,7.0,9.0,7.0,9.0,7.0,4.0,6.0,6.0,7.0,6.0,5.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,0.44,6.0,,0.0,5.0,0.0,0
2708,9,female,30.0,23.0,7,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,17.02,21.28,17.02,21.28,14.89,8.51,8.0,6.0,7.0,6.0,7.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,2.0,10.0,10.0,5.0,6.0,5.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.46,4.0,,,8.0,0.0,0
2709,9,female,30.0,26.0,4,european/caucasian-american,asian/pacific islander/asian-american,0,2.0,1.0,history,14.89,19.15,21.28,19.15,14.89,10.64,5.0,6.0,6.0,5.0,6.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,6.0,8.0,5.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.49,4.0,,,8.0,0.0,1
2710,9,female,30.0,27.0,3,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,7.5,17.5,20.0,22.5,12.5,20.0,8.0,7.0,7.0,6.0,7.0,5.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,1.0,6.0,6.0,6.0,7.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.31,4.0,,,7.0,0.0,0
2711,9,female,30.0,26.0,4,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,21.28,17.02,21.28,12.77,6.38,21.28,9.0,6.0,7.0,5.0,6.0,7.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.18,4.0,,,6.0,0.0,1
2712,9,female,30.0,24.0,6,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,20.51,5.13,23.08,12.82,17.95,20.51,4.0,4.0,6.0,6.0,6.0,5.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,4.0,9.0,9.0,4.0,9.0,4.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.42,4.0,,,8.0,0.0,0
2713,9,female,30.0,26.0,4,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,16.28,16.28,18.6,16.28,16.28,16.28,6.0,6.0,6.0,6.0,5.0,5.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.6,4.0,,,9.0,0.0,1
2714,9,female,30.0,25.0,5,european/caucasian-american,other,0,2.0,1.0,history,16.67,16.67,16.67,16.67,14.81,18.52,8.0,6.0,7.0,6.0,7.0,2.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,2.0,10.0,8.0,10.0,8.0,7.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.23,4.0,,,9.0,0.0,0
2715,9,female,30.0,27.0,3,european/caucasian-american,asian/pacific islander/asian-american,0,2.0,1.0,history,15.56,17.78,17.78,17.78,17.78,13.33,8.0,6.0,7.0,7.0,8.0,3.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,5.0,10.0,9.0,6.0,9.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.29,4.0,,,9.0,0.0,1
2716,9,female,30.0,27.0,3,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,9.52,19.05,23.81,19.05,4.76,23.81,10.0,7.0,9.0,8.0,6.0,7.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,2.0,9.0,9.0,9.0,2.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.47,4.0,,,,0.0,0
2717,9,female,30.0,28.0,2,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,17.39,17.39,19.57,19.57,10.87,15.22,9.0,7.0,8.0,7.0,5.0,8.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,2.0,10.0,10.0,5.0,10.0,10.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.29,4.0,,,8.0,0.0,0
2718,9,female,30.0,32.0,2,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,17.24,17.24,17.24,17.24,13.79,17.24,8.0,5.0,5.0,5.0,5.0,5.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,3.0,10.0,10.0,4.0,10.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.38,4.0,,,6.0,0.0,0
2719,9,female,30.0,28.0,2,european/caucasian-american,latino/hispanic american,0,2.0,1.0,history,14.71,14.71,14.71,14.71,20.59,20.59,5.0,6.0,8.0,5.0,5.0,5.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,7.0,10.0,8.0,6.0,7.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.08,4.0,,,9.0,0.0,0
2720,9,female,30.0,23.0,7,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,25.64,17.95,15.38,20.51,10.26,10.26,7.0,6.0,6.0,7.0,6.0,7.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,3.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.45,4.0,,,6.0,0.0,1
2721,9,female,30.0,26.0,4,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,20.0,16.0,18.0,16.0,16.0,14.0,8.0,8.0,8.0,8.0,8.0,8.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,4.0,10.0,10.0,6.0,8.0,4.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.65,4.0,,,8.0,0.0,0
2722,9,female,30.0,24.0,6,european/caucasian-american,asian/pacific islander/asian-american,0,2.0,1.0,history,13.51,18.92,21.62,13.51,13.51,18.92,6.0,6.0,7.0,4.0,7.0,4.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,5.0,9.0,9.0,4.0,9.0,4.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.02,4.0,,,8.0,0.0,0
2723,9,female,30.0,28.0,2,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,21.43,16.67,21.43,16.67,11.9,11.9,5.0,3.0,6.0,4.0,4.0,4.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,2.0,2.0,10.0,6.0,10.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.13,4.0,,,3.0,0.0,0
2724,9,female,30.0,42.0,12,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,23.81,23.81,23.81,23.81,2.38,2.38,8.0,6.0,6.0,5.0,5.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,2.0,4.0,4.0,4.0,10.0,4.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.1,4.0,,,8.0,0.0,0
2725,9,female,30.0,30.0,0,european/caucasian-american,latino/hispanic american,0,2.0,1.0,history,18.6,20.93,23.26,23.26,2.33,11.63,9.0,4.0,6.0,6.0,6.0,7.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,3.0,3.0,3.0,8.0,8.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.39,4.0,,,7.0,0.0,0
2726,9,female,30.0,31.0,1,european/caucasian-american,european/caucasian-american,1,2.0,1.0,history,17.78,17.78,17.78,17.78,13.33,15.56,6.0,5.0,6.0,6.0,6.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,2.0,9.0,7.0,2.0,7.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,0.37,4.0,,,3.0,0.0,0
2727,9,female,30.0,29.0,1,european/caucasian-american,asian/pacific islander/asian-american,0,2.0,1.0,history,14.0,20.0,18.0,16.0,14.0,18.0,9.0,7.0,8.0,9.0,8.0,,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,7.0,9.0,9.0,8.0,10.0,10.0,6.0,8.0,2.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,-0.23,4.0,,,9.0,0.0,0
2728,9,female,25.0,23.0,2,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],17.02,21.28,17.02,21.28,14.89,8.51,9.0,5.0,6.0,7.0,6.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,10.0,10.0,7.0,9.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.59,5.0,,,6.0,0.0,0
2729,9,female,25.0,26.0,1,european/caucasian-american,asian/pacific islander/asian-american,0,1.0,1.0,business and international affairs [mba/mia dual degree],14.89,19.15,21.28,19.15,14.89,10.64,8.0,7.0,7.0,8.0,6.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,-0.08,5.0,,,6.0,1.0,0
2730,9,female,25.0,27.0,2,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],7.5,17.5,20.0,22.5,12.5,20.0,8.0,8.0,8.0,8.0,8.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,3.0,7.0,7.0,6.0,,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.15,5.0,,,6.0,0.0,0
2731,9,female,25.0,26.0,1,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],21.28,17.02,21.28,12.77,6.38,21.28,7.0,7.0,7.0,5.0,7.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,8.0,10.0,10.0,8.0,10.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.65,5.0,,,6.0,0.0,1
2732,9,female,25.0,24.0,1,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],20.51,5.13,23.08,12.82,17.95,20.51,7.0,6.0,7.0,6.0,6.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,6.0,7.0,9.0,5.0,9.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.69,5.0,,,5.0,0.0,0
2733,9,female,25.0,26.0,1,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],16.28,16.28,18.6,16.28,16.28,16.28,7.0,7.0,7.0,7.0,7.0,7.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.76,5.0,,,6.0,0.0,0
2734,9,female,25.0,25.0,0,european/caucasian-american,other,0,1.0,1.0,business and international affairs [mba/mia dual degree],16.67,16.67,16.67,16.67,14.81,18.52,9.0,9.0,9.0,8.0,9.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,6.0,10.0,9.0,,8.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.44,5.0,,,6.0,0.0,0
2735,9,female,25.0,27.0,2,european/caucasian-american,asian/pacific islander/asian-american,0,1.0,1.0,business and international affairs [mba/mia dual degree],15.56,17.78,17.78,17.78,17.78,13.33,7.0,6.0,7.0,7.0,6.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,,7.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,-0.07,5.0,,,6.0,0.0,0
2736,9,female,25.0,27.0,2,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],9.52,19.05,23.81,19.05,4.76,23.81,8.0,6.0,4.0,6.0,8.0,4.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,3.0,9.0,10.0,4.0,9.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.71,5.0,,,6.0,0.0,0
2737,9,female,25.0,28.0,3,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],17.39,17.39,19.57,19.57,10.87,15.22,8.0,9.0,8.0,8.0,7.0,,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,6.0,10.0,8.0,7.0,8.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.18,5.0,,,6.0,0.0,0
2738,9,female,25.0,32.0,7,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],17.24,17.24,17.24,17.24,13.79,17.24,9.0,6.0,6.0,7.0,6.0,5.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,10.0,9.0,,9.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.38,5.0,,,6.0,0.0,1
2739,9,female,25.0,28.0,3,european/caucasian-american,latino/hispanic american,0,1.0,1.0,business and international affairs [mba/mia dual degree],14.71,14.71,14.71,14.71,20.59,20.59,7.0,7.0,8.0,6.0,9.0,8.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,8.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.38,5.0,,,6.0,0.0,0
2740,9,female,25.0,23.0,2,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],25.64,17.95,15.38,20.51,10.26,10.26,7.0,7.0,8.0,7.0,7.0,7.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.41,5.0,,,6.0,0.0,0
2741,9,female,25.0,26.0,1,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],20.0,16.0,18.0,16.0,16.0,14.0,8.0,7.0,8.0,7.0,8.0,8.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,-0.02,5.0,,,5.0,0.0,0
2742,9,female,25.0,24.0,1,european/caucasian-american,asian/pacific islander/asian-american,0,1.0,1.0,business and international affairs [mba/mia dual degree],13.51,18.92,21.62,13.51,13.51,18.92,4.0,7.0,7.0,4.0,5.0,4.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,5.0,10.0,9.0,6.0,9.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.61,5.0,,,6.0,0.0,0
2743,9,female,25.0,28.0,3,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],21.43,16.67,21.43,16.67,11.9,11.9,8.0,8.0,6.0,6.0,6.0,3.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,7.0,10.0,8.0,9.0,,8.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.32,5.0,,,2.0,0.0,1
2744,9,female,25.0,42.0,17,european/caucasian-american,european/caucasian-american,1,1.0,1.0,business and international affairs [mba/mia dual degree],23.81,23.81,23.81,23.81,2.38,2.38,6.0,6.0,6.0,4.0,7.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,8.0,7.0,,7.0,6.0,6.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.06,5.0,,,2.0,0.0,0
2745,9,female,25.0,30.0,5,european/caucasian-american,latino/hispanic american,0,1.0,1.0,business and international affairs [mba/mia dual degree],18.6,20.93,23.26,23.26,2.33,11.63,8.0,8.0,7.0,8.0,6.0,8.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,10.0,8.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,0.82,5.0,,,4.0,0.0,0
